[36mRunning:[0m input.txt
00: seti [123, 0, 3] at [0, 0, 0, 123, 0, 0]
22: addi [2, 1, 2] at [0, 6168, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6169, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6169, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6169, 18, 8781753, 11474091, 6170]
19: muli [5, 256, 5] at [0, 6169, 19, 8781753, 11474091, 1579520]
20: gtrr [5, 4, 5] at [0, 6169, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6169, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6169, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6170, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6170, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6170, 18, 8781753, 11474091, 6171]
19: muli [5, 256, 5] at [0, 6170, 19, 8781753, 11474091, 1579776]
20: gtrr [5, 4, 5] at [0, 6170, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6170, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6170, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6171, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6171, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6171, 18, 8781753, 11474091, 6172]
19: muli [5, 256, 5] at [0, 6171, 19, 8781753, 11474091, 1580032]
20: gtrr [5, 4, 5] at [0, 6171, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6171, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6171, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6172, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6172, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6172, 18, 8781753, 11474091, 6173]
19: muli [5, 256, 5] at [0, 6172, 19, 8781753, 11474091, 1580288]
20: gtrr [5, 4, 5] at [0, 6172, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6172, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6172, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6173, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6173, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6173, 18, 8781753, 11474091, 6174]
19: muli [5, 256, 5] at [0, 6173, 19, 8781753, 11474091, 1580544]
20: gtrr [5, 4, 5] at [0, 6173, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6173, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6173, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6174, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6174, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6174, 18, 8781753, 11474091, 6175]
19: muli [5, 256, 5] at [0, 6174, 19, 8781753, 11474091, 1580800]
20: gtrr [5, 4, 5] at [0, 6174, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6174, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6174, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6175, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6175, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6175, 18, 8781753, 11474091, 6176]
19: muli [5, 256, 5] at [0, 6175, 19, 8781753, 11474091, 1581056]
20: gtrr [5, 4, 5] at [0, 6175, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6175, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6175, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6176, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6176, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6176, 18, 8781753, 11474091, 6177]
19: muli [5, 256, 5] at [0, 6176, 19, 8781753, 11474091, 1581312]
20: gtrr [5, 4, 5] at [0, 6176, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6176, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6176, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6177, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6177, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6177, 18, 8781753, 11474091, 6178]
19: muli [5, 256, 5] at [0, 6177, 19, 8781753, 11474091, 1581568]
20: gtrr [5, 4, 5] at [0, 6177, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6177, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6177, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6178, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6178, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6178, 18, 8781753, 11474091, 6179]
19: muli [5, 256, 5] at [0, 6178, 19, 8781753, 11474091, 1581824]
20: gtrr [5, 4, 5] at [0, 6178, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6178, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6178, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6179, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6179, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6179, 18, 8781753, 11474091, 6180]
19: muli [5, 256, 5] at [0, 6179, 19, 8781753, 11474091, 1582080]
20: gtrr [5, 4, 5] at [0, 6179, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6179, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6179, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6180, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6180, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6180, 18, 8781753, 11474091, 6181]
19: muli [5, 256, 5] at [0, 6180, 19, 8781753, 11474091, 1582336]
20: gtrr [5, 4, 5] at [0, 6180, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6180, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6180, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6181, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6181, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6181, 18, 8781753, 11474091, 6182]
19: muli [5, 256, 5] at [0, 6181, 19, 8781753, 11474091, 1582592]
20: gtrr [5, 4, 5] at [0, 6181, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6181, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6181, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6182, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6182, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6182, 18, 8781753, 11474091, 6183]
19: muli [5, 256, 5] at [0, 6182, 19, 8781753, 11474091, 1582848]
20: gtrr [5, 4, 5] at [0, 6182, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6182, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6182, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6183, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6183, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6183, 18, 8781753, 11474091, 6184]
19: muli [5, 256, 5] at [0, 6183, 19, 8781753, 11474091, 1583104]
20: gtrr [5, 4, 5] at [0, 6183, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6183, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6183, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6184, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6184, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6184, 18, 8781753, 11474091, 6185]
19: muli [5, 256, 5] at [0, 6184, 19, 8781753, 11474091, 1583360]
20: gtrr [5, 4, 5] at [0, 6184, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6184, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6184, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6185, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6185, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6185, 18, 8781753, 11474091, 6186]
19: muli [5, 256, 5] at [0, 6185, 19, 8781753, 11474091, 1583616]
20: gtrr [5, 4, 5] at [0, 6185, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6185, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6185, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6186, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6186, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6186, 18, 8781753, 11474091, 6187]
19: muli [5, 256, 5] at [0, 6186, 19, 8781753, 11474091, 1583872]
20: gtrr [5, 4, 5] at [0, 6186, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6186, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6186, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6187, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6187, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6187, 18, 8781753, 11474091, 6188]
19: muli [5, 256, 5] at [0, 6187, 19, 8781753, 11474091, 1584128]
20: gtrr [5, 4, 5] at [0, 6187, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6187, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6187, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6188, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6188, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6188, 18, 8781753, 11474091, 6189]
19: muli [5, 256, 5] at [0, 6188, 19, 8781753, 11474091, 1584384]
20: gtrr [5, 4, 5] at [0, 6188, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6188, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6188, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6189, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6189, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6189, 18, 8781753, 11474091, 6190]
19: muli [5, 256, 5] at [0, 6189, 19, 8781753, 11474091, 1584640]
20: gtrr [5, 4, 5] at [0, 6189, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6189, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6189, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6190, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6190, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6190, 18, 8781753, 11474091, 6191]
19: muli [5, 256, 5] at [0, 6190, 19, 8781753, 11474091, 1584896]
20: gtrr [5, 4, 5] at [0, 6190, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6190, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6190, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6191, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6191, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6191, 18, 8781753, 11474091, 6192]
19: muli [5, 256, 5] at [0, 6191, 19, 8781753, 11474091, 1585152]
20: gtrr [5, 4, 5] at [0, 6191, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6191, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6191, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6192, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6192, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6192, 18, 8781753, 11474091, 6193]
19: muli [5, 256, 5] at [0, 6192, 19, 8781753, 11474091, 1585408]
20: gtrr [5, 4, 5] at [0, 6192, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6192, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6192, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6193, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6193, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6193, 18, 8781753, 11474091, 6194]
19: muli [5, 256, 5] at [0, 6193, 19, 8781753, 11474091, 1585664]
20: gtrr [5, 4, 5] at [0, 6193, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6193, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6193, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6194, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6194, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6194, 18, 8781753, 11474091, 6195]
19: muli [5, 256, 5] at [0, 6194, 19, 8781753, 11474091, 1585920]
20: gtrr [5, 4, 5] at [0, 6194, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6194, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6194, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6195, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6195, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6195, 18, 8781753, 11474091, 6196]
19: muli [5, 256, 5] at [0, 6195, 19, 8781753, 11474091, 1586176]
20: gtrr [5, 4, 5] at [0, 6195, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6195, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6195, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6196, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6196, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6196, 18, 8781753, 11474091, 6197]
19: muli [5, 256, 5] at [0, 6196, 19, 8781753, 11474091, 1586432]
20: gtrr [5, 4, 5] at [0, 6196, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6196, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6196, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6197, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6197, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6197, 18, 8781753, 11474091, 6198]
19: muli [5, 256, 5] at [0, 6197, 19, 8781753, 11474091, 1586688]
20: gtrr [5, 4, 5] at [0, 6197, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6197, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6197, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6198, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6198, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6198, 18, 8781753, 11474091, 6199]
19: muli [5, 256, 5] at [0, 6198, 19, 8781753, 11474091, 1586944]
20: gtrr [5, 4, 5] at [0, 6198, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6198, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6198, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6199, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6199, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6199, 18, 8781753, 11474091, 6200]
19: muli [5, 256, 5] at [0, 6199, 19, 8781753, 11474091, 1587200]
20: gtrr [5, 4, 5] at [0, 6199, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6199, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6199, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6200, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6200, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6200, 18, 8781753, 11474091, 6201]
19: muli [5, 256, 5] at [0, 6200, 19, 8781753, 11474091, 1587456]
20: gtrr [5, 4, 5] at [0, 6200, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6200, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6200, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6201, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6201, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6201, 18, 8781753, 11474091, 6202]
19: muli [5, 256, 5] at [0, 6201, 19, 8781753, 11474091, 1587712]
20: gtrr [5, 4, 5] at [0, 6201, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6201, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6201, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6202, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6202, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6202, 18, 8781753, 11474091, 6203]
19: muli [5, 256, 5] at [0, 6202, 19, 8781753, 11474091, 1587968]
20: gtrr [5, 4, 5] at [0, 6202, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6202, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6202, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6203, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6203, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6203, 18, 8781753, 11474091, 6204]
19: muli [5, 256, 5] at [0, 6203, 19, 8781753, 11474091, 1588224]
20: gtrr [5, 4, 5] at [0, 6203, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6203, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6203, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6204, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6204, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6204, 18, 8781753, 11474091, 6205]
19: muli [5, 256, 5] at [0, 6204, 19, 8781753, 11474091, 1588480]
20: gtrr [5, 4, 5] at [0, 6204, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6204, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6204, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6205, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6205, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6205, 18, 8781753, 11474091, 6206]
19: muli [5, 256, 5] at [0, 6205, 19, 8781753, 11474091, 1588736]
20: gtrr [5, 4, 5] at [0, 6205, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6205, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6205, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6206, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6206, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6206, 18, 8781753, 11474091, 6207]
19: muli [5, 256, 5] at [0, 6206, 19, 8781753, 11474091, 1588992]
20: gtrr [5, 4, 5] at [0, 6206, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6206, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6206, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6207, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6207, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6207, 18, 8781753, 11474091, 6208]
19: muli [5, 256, 5] at [0, 6207, 19, 8781753, 11474091, 1589248]
20: gtrr [5, 4, 5] at [0, 6207, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6207, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6207, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6208, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6208, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6208, 18, 8781753, 11474091, 6209]
19: muli [5, 256, 5] at [0, 6208, 19, 8781753, 11474091, 1589504]
20: gtrr [5, 4, 5] at [0, 6208, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6208, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6208, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6209, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6209, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6209, 18, 8781753, 11474091, 6210]
19: muli [5, 256, 5] at [0, 6209, 19, 8781753, 11474091, 1589760]
20: gtrr [5, 4, 5] at [0, 6209, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6209, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6209, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6210, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6210, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6210, 18, 8781753, 11474091, 6211]
19: muli [5, 256, 5] at [0, 6210, 19, 8781753, 11474091, 1590016]
20: gtrr [5, 4, 5] at [0, 6210, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6210, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6210, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6211, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6211, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6211, 18, 8781753, 11474091, 6212]
19: muli [5, 256, 5] at [0, 6211, 19, 8781753, 11474091, 1590272]
20: gtrr [5, 4, 5] at [0, 6211, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6211, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6211, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6212, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6212, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6212, 18, 8781753, 11474091, 6213]
19: muli [5, 256, 5] at [0, 6212, 19, 8781753, 11474091, 1590528]
20: gtrr [5, 4, 5] at [0, 6212, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6212, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6212, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6213, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6213, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6213, 18, 8781753, 11474091, 6214]
19: muli [5, 256, 5] at [0, 6213, 19, 8781753, 11474091, 1590784]
20: gtrr [5, 4, 5] at [0, 6213, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6213, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6213, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6214, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6214, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6214, 18, 8781753, 11474091, 6215]
19: muli [5, 256, 5] at [0, 6214, 19, 8781753, 11474091, 1591040]
20: gtrr [5, 4, 5] at [0, 6214, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6214, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6214, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6215, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6215, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6215, 18, 8781753, 11474091, 6216]
19: muli [5, 256, 5] at [0, 6215, 19, 8781753, 11474091, 1591296]
20: gtrr [5, 4, 5] at [0, 6215, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6215, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6215, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6216, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6216, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6216, 18, 8781753, 11474091, 6217]
19: muli [5, 256, 5] at [0, 6216, 19, 8781753, 11474091, 1591552]
20: gtrr [5, 4, 5] at [0, 6216, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6216, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6216, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6217, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6217, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6217, 18, 8781753, 11474091, 6218]
19: muli [5, 256, 5] at [0, 6217, 19, 8781753, 11474091, 1591808]
20: gtrr [5, 4, 5] at [0, 6217, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6217, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6217, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6218, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6218, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6218, 18, 8781753, 11474091, 6219]
19: muli [5, 256, 5] at [0, 6218, 19, 8781753, 11474091, 1592064]
20: gtrr [5, 4, 5] at [0, 6218, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6218, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6218, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6219, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6219, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6219, 18, 8781753, 11474091, 6220]
19: muli [5, 256, 5] at [0, 6219, 19, 8781753, 11474091, 1592320]
20: gtrr [5, 4, 5] at [0, 6219, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6219, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6219, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6220, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6220, 17, 8781753, 11474091, 0]
